#req	time (sec)	avg. time (sec)	mapping
84	0.415	0.797	ERR
85	0.300	0.742	ERR
86	0.278	0.585	ERR
87	0.570	0.552	ERR
88	0.422	0.534	ERR
89	0.419	0.505	ERR
90	0.407	0.473	ERR
91	0.709	0.485	ERR
92	0.726	0.498	ERR
93	0.601	0.485	ERR
94	0.565	0.500	ERR
95	0.577	0.528	ERR
96	0.434	0.543	ERR
97	0.747	0.561	ERR
98	0.420	0.561	ERR
99	0.744	0.593	ERR
100	0.573	0.610	ERR
101	0.314	0.570	ERR
102	0.440	0.542	ERR
103	0.422	0.524	ERR
104	0.875	0.555	ERR
105	0.737	0.570	ERR
106	0.727	0.600	ERR
107	0.420	0.567	ERR
108	0.713	0.596	ERR
109	1.827	0.705	OK
110	0.726	0.720	ERR
111	0.739	0.763	ERR
112	0.603	0.779	ERR
113	0.311	0.768	ERR
114	0.747	0.755	ERR
115	1.901	0.871	OK
116	0.724	0.871	ERR
117	0.296	0.859	ERR
118	0.563	0.844	ERR
119	0.891	0.750	ERR
120	0.737	0.751	ERR
121	0.462	0.724	ERR
122	0.417	0.705	ERR
123	0.560	0.730	ERR
124	0.878	0.743	ERR
125	0.429	0.596	ERR
126	1.826	0.706	OK
127	0.422	0.718	ERR
128	0.549	0.717	ERR
129	0.444	0.672	ERR
130	0.572	0.656	ERR
131	0.714	0.681	ERR
132	0.875	0.727	ERR
133	0.867	0.758	ERR
134	0.561	0.726	ERR
135	0.455	0.729	ERR
136	0.316	0.577	ERR
137	0.701	0.605	ERR
138	0.597	0.610	ERR
139	0.602	0.626	ERR
140	0.709	0.640	ERR
141	0.603	0.628	ERR
142	0.859	0.627	ERR
143	0.733	0.613	ERR
144	0.710	0.628	ERR
145	0.868	0.670	ERR
146	0.443	0.682	ERR
147	1.823	0.795	OK
148	0.726	0.807	ERR
149	0.466	0.794	ERR
150	1.833	0.906	OK
151	0.588	0.905	ERR
152	0.300	0.849	ERR
153	0.300	0.806	ERR
154	0.706	0.805	ERR
155	1.776	0.896	OK
156	0.729	0.925	ERR
157	0.745	0.817	ERR
158	0.438	0.788	ERR
159	0.565	0.798	ERR
160	0.764	0.691	ERR
161	0.563	0.688	ERR
162	1.878	0.846	OK
163	0.439	0.860	ERR
164	0.746	0.864	ERR
165	0.418	0.728	ERR
166	0.560	0.711	ERR
167	0.301	0.667	ERR
168	0.549	0.678	ERR
169	0.299	0.652	ERR
170	0.424	0.618	ERR
171	0.871	0.648	ERR
172	0.708	0.531	ERR
173	1.805	0.668	OK
174	0.447	0.638	ERR
175	0.412	0.638	ERR
176	0.879	0.669	ERR
177	0.589	0.698	ERR
178	1.828	0.826	OK
179	0.589	0.855	ERR
180	0.565	0.869	ERR
181	0.741	0.856	ERR
182	0.871	0.873	ERR
183	0.717	0.764	ERR
184	0.611	0.780	ERR
185	0.563	0.795	ERR
186	0.449	0.752	ERR
187	0.607	0.754	ERR
188	0.298	0.601	ERR
189	0.316	0.574	ERR
190	0.421	0.559	ERR
191	0.562	0.542	ERR
192	1.868	0.641	OK
193	0.864	0.656	ERR
194	0.419	0.637	ERR
195	0.751	0.655	ERR
196	0.594	0.670	ERR
197	0.433	0.653	ERR
198	0.278	0.651	ERR
199	0.862	0.705	ERR
200	1.953	0.858	OK
201	0.724	0.875	ERR
202	0.429	0.731	ERR
203	0.425	0.687	ERR
204	0.715	0.716	ERR
205	0.300	0.671	ERR
206	0.278	0.640	ERR
207	1.827	0.779	OK
208	0.719	0.823	ERR
209	0.418	0.779	ERR
210	0.575	0.641	ERR
211	0.865	0.655	ERR
212	0.140	0.626	ERR
213	0.419	0.626	ERR
214	0.599	0.614	ERR
215	0.594	0.643	ERR
216	0.417	0.657	ERR
217	0.564	0.531	ERR
218	0.860	0.545	ERR
219	0.285	0.532	ERR
220	0.870	0.561	ERR
221	0.451	0.520	ERR
222	0.447	0.551	ERR
223	0.319	0.541	ERR
224	0.879	0.569	ERR
225	0.594	0.569	ERR
226	0.581	0.585	ERR
227	0.892	0.618	ERR
228	0.876	0.620	ERR
229	0.571	0.648	ERR
230	0.599	0.621	ERR
231	0.723	0.648	ERR
232	0.406	0.644	ERR
233	0.706	0.683	ERR
234	0.763	0.671	ERR
235	0.562	0.668	ERR
236	0.418	0.652	ERR
237	0.577	0.620	ERR
238	0.859	0.619	ERR
239	0.740	0.635	ERR
240	0.577	0.633	ERR
241	0.592	0.620	ERR
242	1.859	0.765	OK
243	0.585	0.753	ERR
244	0.885	0.765	ERR
245	0.595	0.769	ERR
246	0.299	0.757	ERR
247	0.575	0.757	ERR
248	0.739	0.745	ERR
249	0.611	0.732	ERR
250	0.743	0.748	ERR
251	0.716	0.760	ERR
252	0.299	0.605	ERR
253	0.446	0.591	ERR
254	0.447	0.547	ERR
255	0.587	0.546	ERR
256	0.729	0.589	ERR
257	0.312	0.563	ERR
258	0.736	0.563	ERR
259	0.416	0.543	ERR
260	0.431	0.512	ERR
261	0.911	0.531	ERR
262	1.844	0.686	OK
263	0.414	0.683	ERR
264	0.567	0.695	ERR
265	1.836	0.820	OK
266	0.559	0.803	ERR
267	0.715	0.843	ERR
268	0.565	0.826	ERR
269	0.291	0.813	ERR
270	0.417	0.812	ERR
271	0.571	0.778	ERR
272	0.159	0.609	ERR
273	0.444	0.612	ERR
274	0.561	0.612	ERR
275	0.905	0.519	ERR
276	0.721	0.535	ERR
277	0.737	0.537	ERR
278	1.799	0.661	OK
279	0.568	0.688	ERR
280	0.476	0.694	ERR
281	0.419	0.679	ERR
282	0.407	0.704	ERR
283	0.577	0.717	ERR
284	0.580	0.719	ERR
285	0.566	0.685	ERR
286	0.856	0.699	ERR
287	0.890	0.714	ERR
288	0.892	0.623	ERR
289	0.420	0.608	ERR
290	0.879	0.649	ERR
291	1.867	0.793	OK
292	0.440	0.797	ERR
293	0.313	0.770	ERR
294	0.298	0.742	ERR
295	0.422	0.728	ERR
296	1.810	0.823	OK
297	0.870	0.821	ERR
298	0.571	0.789	ERR
299	0.586	0.806	ERR
300	0.298	0.748	ERR
301	0.886	0.649	ERR
302	0.299	0.635	ERR
303	0.299	0.634	ERR
304	0.433	0.647	ERR
305	0.885	0.694	ERR
306	0.578	0.570	ERR
307	0.441	0.528	ERR
308	0.869	0.557	ERR
309	0.577	0.557	ERR
310	0.576	0.584	ERR
311	0.758	0.572	ERR
312	0.423	0.584	ERR
313	1.875	0.742	OK
314	0.862	0.784	ERR
315	0.572	0.753	ERR
316	0.592	0.755	ERR
317	0.419	0.752	ERR
318	0.709	0.736	ERR
319	0.581	0.737	ERR
320	0.420	0.721	ERR
321	0.564	0.702	ERR
322	0.576	0.717	ERR
323	0.456	0.575	ERR
324	0.777	0.567	ERR
325	0.704	0.580	ERR
326	0.433	0.564	ERR
327	0.895	0.611	ERR
328	0.727	0.613	ERR
329	1.888	0.744	OK
330	0.448	0.747	ERR
331	0.570	0.747	ERR
332	0.282	0.718	ERR
333	0.856	0.758	ERR
334	0.866	0.767	ERR
335	0.722	0.769	ERR
336	0.292	0.755	ERR
337	0.420	0.707	ERR
338	0.873	0.722	ERR
339	0.754	0.608	ERR
340	0.448	0.608	ERR
341	0.574	0.609	ERR
342	0.857	0.666	ERR
343	0.418	0.622	ERR
344	0.742	0.610	ERR
345	1.865	0.724	OK
346	0.424	0.737	ERR
347	0.589	0.754	ERR
348	0.301	0.697	ERR
349	0.451	0.667	ERR
350	0.410	0.663	ERR
351	0.577	0.663	ERR
352	0.722	0.650	ERR
353	0.716	0.680	ERR
354	0.738	0.679	ERR
355	1.872	0.680	OK
356	0.423	0.680	ERR
357	1.873	0.808	OK
358	0.718	0.850	ERR
359	1.864	0.991	OK
360	0.568	1.007	ERR
361	0.870	1.037	ERR
362	0.760	1.040	ERR
363	0.763	1.045	ERR
364	0.714	1.043	ERR
365	1.848	1.040	OK
366	0.898	1.088	ERR
367	0.568	0.957	ERR
368	0.420	0.927	ERR
369	1.812	0.922	OK
370	0.728	0.938	ERR
371	0.300	0.881	ERR
372	0.581	0.863	ERR
373	0.897	0.877	ERR
374	0.905	0.896	ERR
375	0.470	0.758	ERR
376	0.713	0.739	ERR
377	0.763	0.759	ERR
378	1.852	0.902	OK
379	0.585	0.779	ERR
380	0.602	0.767	ERR
381	0.424	0.779	ERR
382	0.442	0.765	ERR
383	0.429	0.718	ERR
384	0.577	0.686	ERR
385	0.597	0.698	ERR
386	0.880	0.715	ERR
387	0.424	0.681	ERR
388	1.931	0.689	OK
389	0.439	0.675	ERR
390	0.591	0.673	ERR
391	0.596	0.691	ERR
392	0.301	0.677	ERR
393	0.422	0.676	ERR
394	0.728	0.691	ERR
395	0.426	0.674	ERR
396	0.570	0.643	ERR
397	1.864	0.787	OK
398	0.713	0.665	ERR
399	0.570	0.678	ERR

---- Final results ----
400 NS requests
360 failed requests
40 success requests
283.522 ellapsed time
