#req	time (sec)	avg. time (sec)	mapping
84	0.298	0.508	ERR
85	0.548	0.491	ERR
86	0.438	0.504	ERR
87	0.421	0.505	ERR
88	0.442	0.479	ERR
89	0.434	0.451	ERR
90	0.728	0.464	ERR
91	0.450	0.479	ERR
92	0.576	0.491	ERR
93	0.566	0.490	ERR
94	0.573	0.518	ERR
95	0.424	0.505	ERR
96	0.282	0.490	ERR
97	0.447	0.492	ERR
98	0.571	0.505	ERR
99	0.750	0.537	ERR
100	1.849	0.649	OK
101	0.301	0.634	ERR
102	0.423	0.619	ERR
103	1.898	0.752	OK
104	0.568	0.751	ERR
105	1.904	0.899	OK
106	0.571	0.928	ERR
107	0.421	0.926	ERR
108	0.572	0.926	ERR
109	0.585	0.909	ERR
110	0.426	0.767	ERR
111	0.140	0.751	ERR
112	1.882	0.897	OK
113	0.302	0.737	ERR
114	0.570	0.737	ERR
115	0.731	0.620	ERR
116	0.746	0.638	ERR
117	0.720	0.667	ERR
118	0.735	0.684	ERR
119	0.423	0.668	ERR
120	0.733	0.698	ERR
121	1.950	0.879	OK
122	0.301	0.721	ERR
123	0.566	0.748	ERR
124	0.597	0.750	ERR
125	0.420	0.719	ERR
126	0.861	0.731	ERR
127	1.852	0.844	OK
128	0.432	0.814	ERR
129	0.549	0.826	ERR
130	0.145	0.767	ERR
131	0.597	0.632	ERR
132	0.734	0.675	ERR
133	0.851	0.704	ERR
134	0.557	0.700	ERR
135	0.586	0.716	ERR
136	0.422	0.672	ERR
137	0.564	0.544	ERR
138	0.300	0.531	ERR
139	0.300	0.506	ERR
140	0.420	0.533	ERR
141	0.572	0.531	ERR
142	0.908	0.548	ERR
143	0.763	0.539	ERR
144	0.450	0.529	ERR
145	0.904	0.560	ERR
146	1.877	0.706	OK
147	1.816	0.831	OK
148	0.743	0.875	ERR
149	0.732	0.918	ERR
150	0.608	0.937	ERR
151	0.591	0.939	ERR
152	0.735	0.922	ERR
153	0.556	0.901	ERR
154	0.569	0.913	ERR
155	0.714	0.894	ERR
156	0.709	0.777	ERR
157	0.732	0.669	ERR
158	0.421	0.637	ERR
159	0.444	0.608	ERR
160	0.736	0.621	ERR
161	0.566	0.618	ERR
162	0.408	0.586	ERR
163	1.769	0.707	OK
164	0.439	0.694	ERR
165	0.408	0.663	ERR
166	0.704	0.663	ERR
167	0.573	0.647	ERR
168	0.418	0.647	ERR
169	1.866	0.789	OK
170	0.729	0.788	ERR
171	0.291	0.761	ERR
172	0.290	0.749	ERR
173	0.446	0.616	ERR
174	0.409	0.613	ERR
175	0.553	0.628	ERR
176	0.428	0.600	ERR
177	0.294	0.572	ERR
178	0.723	0.603	ERR
179	0.420	0.458	ERR
180	0.569	0.442	ERR
181	0.728	0.486	ERR
182	0.562	0.513	ERR
183	0.419	0.511	ERR
184	0.299	0.500	ERR
185	0.312	0.475	ERR
186	0.143	0.447	ERR
187	0.455	0.463	ERR
188	0.589	0.450	ERR
189	0.749	0.482	ERR
190	0.735	0.499	ERR
191	0.753	0.502	ERR
192	0.629	0.508	ERR
193	0.747	0.541	ERR
194	1.873	0.698	OK
195	0.747	0.742	ERR
196	0.564	0.784	ERR
197	0.291	0.768	ERR
198	0.555	0.764	ERR
199	0.551	0.744	ERR
200	1.883	0.859	OK
201	0.749	0.859	ERR
202	0.455	0.841	ERR
203	0.422	0.809	ERR
204	0.715	0.693	ERR
205	0.436	0.662	ERR
206	0.606	0.666	ERR
207	0.705	0.707	ERR
208	0.725	0.725	ERR
209	0.885	0.758	ERR
210	0.595	0.629	ERR
211	0.419	0.596	ERR
212	0.569	0.608	ERR
213	0.301	0.596	ERR
214	0.609	0.585	ERR
215	1.893	0.731	OK
216	0.423	0.712	ERR
217	0.410	0.683	ERR
218	0.297	0.640	ERR
219	0.592	0.611	ERR
220	0.872	0.638	ERR
221	0.323	0.629	ERR
222	0.567	0.629	ERR
223	1.875	0.786	OK
224	0.428	0.768	ERR
225	1.825	0.761	OK
226	0.721	0.791	ERR
227	0.904	0.840	ERR
228	0.424	0.853	ERR
229	0.598	0.854	ERR
230	0.322	0.799	ERR
231	0.732	0.839	ERR
232	0.293	0.812	ERR
233	0.759	0.701	ERR
234	1.809	0.839	OK
235	0.862	0.742	ERR
236	1.865	0.857	OK
237	0.585	0.825	ERR
238	0.422	0.825	ERR
239	0.892	0.854	ERR
240	0.432	0.865	ERR
241	0.312	0.823	ERR
242	1.912	0.985	OK
243	0.622	0.971	ERR
244	0.425	0.833	ERR
245	0.577	0.805	ERR
246	0.892	0.707	ERR
247	1.873	0.836	OK
248	0.732	0.867	ERR
249	0.586	0.836	ERR
250	0.568	0.850	ERR
251	0.715	0.890	ERR
252	0.423	0.741	ERR
253	0.428	0.722	ERR
254	0.593	0.739	ERR
255	0.442	0.725	ERR
256	0.298	0.666	ERR
257	0.722	0.551	ERR
258	0.590	0.536	ERR
259	0.723	0.550	ERR
260	0.905	0.584	ERR
261	0.716	0.584	ERR
262	0.422	0.584	ERR
263	0.560	0.597	ERR
264	0.901	0.628	ERR
265	0.874	0.671	ERR
266	0.285	0.670	ERR
267	0.891	0.687	ERR
268	0.724	0.700	ERR
269	0.575	0.685	ERR
270	0.719	0.667	ERR
271	0.575	0.653	ERR
272	0.624	0.673	ERR
273	0.578	0.675	ERR
274	0.436	0.628	ERR
275	0.568	0.598	ERR
276	0.301	0.599	ERR
277	0.930	0.603	ERR
278	1.801	0.711	OK
279	0.896	0.743	ERR
280	0.719	0.743	ERR
281	1.906	0.876	OK
282	0.410	0.855	ERR
283	0.697	0.866	ERR
284	0.560	0.879	ERR
285	0.694	0.891	ERR
286	0.277	0.889	ERR
287	0.570	0.853	ERR
288	0.324	0.705	ERR
289	0.443	0.660	ERR
290	0.280	0.616	ERR
291	0.568	0.482	ERR
292	0.300	0.471	ERR
293	1.900	0.592	OK
294	0.597	0.595	ERR
295	0.605	0.586	ERR
296	0.412	0.600	ERR
297	0.906	0.634	ERR
298	1.847	0.786	OK
299	0.604	0.802	ERR
300	0.287	0.803	ERR
301	0.410	0.787	ERR
302	0.898	0.847	ERR
303	0.466	0.703	ERR
304	0.605	0.704	ERR
305	0.872	0.731	ERR
306	0.468	0.736	ERR
307	0.443	0.690	ERR
308	0.726	0.578	ERR
309	0.610	0.578	ERR
310	0.300	0.580	ERR
311	0.581	0.597	ERR
312	0.592	0.566	ERR
313	0.462	0.566	ERR
314	0.458	0.551	ERR
315	0.566	0.521	ERR
316	0.300	0.504	ERR
317	0.422	0.502	ERR
318	0.731	0.502	ERR
319	0.445	0.486	ERR
320	0.568	0.513	ERR
321	0.586	0.513	ERR
322	0.443	0.498	ERR
323	0.450	0.497	ERR
324	0.766	0.528	ERR
325	1.875	0.659	OK
326	0.591	0.688	ERR
327	0.713	0.717	ERR
328	0.296	0.673	ERR
329	0.738	0.703	ERR
330	0.320	0.678	ERR
331	0.614	0.681	ERR
332	0.897	0.726	ERR
333	0.591	0.740	ERR
334	0.919	0.755	ERR
335	0.421	0.610	ERR
336	0.734	0.624	ERR
337	0.589	0.612	ERR
338	0.423	0.625	ERR
339	0.868	0.638	ERR
340	0.885	0.694	ERR
341	0.422	0.675	ERR
342	0.864	0.672	ERR
343	0.603	0.673	ERR
344	0.615	0.643	ERR
345	0.739	0.674	ERR
346	0.574	0.658	ERR
347	0.295	0.629	ERR
348	0.568	0.643	ERR
349	0.566	0.613	ERR
350	0.720	0.597	ERR
351	0.590	0.613	ERR
352	0.439	0.571	ERR
353	0.421	0.553	ERR
354	0.421	0.533	ERR
355	0.300	0.489	ERR
356	0.438	0.476	ERR
357	0.705	0.517	ERR
358	0.879	0.548	ERR
359	0.279	0.519	ERR
360	0.431	0.490	ERR
361	0.578	0.489	ERR
362	0.433	0.489	ERR
363	0.281	0.475	ERR
364	0.417	0.474	ERR
365	1.881	0.632	OK
366	0.722	0.661	ERR
367	1.848	0.775	OK
368	0.577	0.745	ERR
369	1.902	0.907	OK
370	0.593	0.923	ERR
371	0.753	0.941	ERR
372	0.713	0.969	ERR
373	0.453	0.986	ERR
374	0.302	0.974	ERR
375	0.740	0.860	ERR
376	0.433	0.831	ERR
377	0.884	0.735	ERR
378	0.140	0.691	ERR
379	0.427	0.544	ERR
380	0.613	0.546	ERR
381	0.423	0.513	ERR
382	0.448	0.486	ERR
383	0.425	0.484	ERR
384	0.464	0.500	ERR
385	0.577	0.483	ERR
386	0.571	0.497	ERR
387	0.423	0.451	ERR
388	0.744	0.511	ERR
389	0.874	0.556	ERR
390	0.758	0.571	ERR
391	0.617	0.590	ERR
392	0.423	0.588	ERR
393	0.570	0.602	ERR
394	0.418	0.597	ERR
395	0.468	0.587	ERR
396	0.713	0.601	ERR
397	0.621	0.621	ERR
398	0.867	0.633	ERR
399	0.422	0.588	ERR

---- Final results ----
400 NS requests
365 failed requests
35 success requests
268.811 ellapsed time
