#req	time (sec)	avg. time (sec)	mapping
212	0.300	0.686	ERR
213	0.306	0.660	ERR
214	0.433	0.632	ERR
215	0.574	0.629	ERR
216	0.698	0.656	ERR
217	0.395	0.654	ERR
218	0.842	0.652	ERR
219	0.406	0.635	ERR
220	0.709	0.646	ERR
221	0.314	0.498	ERR
222	0.588	0.526	ERR
223	0.466	0.542	ERR
224	0.300	0.529	ERR
225	1.891	0.661	OK
226	0.577	0.649	ERR
227	0.901	0.699	ERR
228	0.748	0.690	ERR
229	0.878	0.737	ERR
230	0.884	0.755	ERR
231	0.717	0.795	ERR
232	0.581	0.794	ERR
233	0.582	0.806	ERR
234	0.567	0.832	ERR
235	0.893	0.733	ERR
236	1.891	0.864	OK
237	0.603	0.834	ERR
238	0.575	0.817	ERR
239	0.878	0.817	ERR
240	0.597	0.788	ERR
241	1.990	0.916	OK
242	0.737	0.931	ERR
243	0.590	0.932	ERR
244	0.423	0.918	ERR
245	1.827	1.011	OK
246	0.288	0.851	ERR
247	0.706	0.861	ERR
248	0.545	0.858	ERR
249	0.448	0.815	ERR
250	0.289	0.784	ERR
251	0.400	0.625	ERR
252	0.549	0.607	ERR
253	0.704	0.618	ERR
254	0.564	0.632	ERR
255	0.446	0.494	ERR
256	0.409	0.506	ERR
257	0.292	0.465	ERR
258	0.431	0.453	ERR
259	0.547	0.463	ERR
260	0.553	0.489	ERR
261	0.881	0.538	ERR
262	0.302	0.513	ERR
263	0.622	0.505	ERR
264	0.425	0.491	ERR
265	0.406	0.487	ERR
266	0.695	0.515	ERR
267	0.688	0.555	ERR
268	1.833	0.695	OK
269	1.736	0.814	OK
270	0.599	0.819	ERR
271	1.770	0.908	OK
272	0.551	0.932	ERR
273	0.572	0.928	ERR
274	0.689	0.954	ERR
275	0.452	0.958	ERR
276	0.736	0.963	ERR
277	0.316	0.925	ERR
278	0.287	0.771	ERR
279	0.858	0.683	ERR
280	0.289	0.652	ERR
281	0.704	0.545	ERR
282	0.672	0.557	ERR
283	0.716	0.572	ERR
284	0.406	0.543	ERR
285	0.291	0.527	ERR
286	0.706	0.524	ERR
287	0.277	0.520	ERR
288	0.428	0.535	ERR
289	0.549	0.504	ERR
290	0.271	0.502	ERR
291	0.703	0.502	ERR
292	0.571	0.492	ERR
293	0.571	0.477	ERR
294	0.608	0.498	ERR
295	0.606	0.529	ERR
296	0.435	0.502	ERR
297	0.884	0.563	ERR
298	0.289	0.549	ERR
299	0.308	0.525	ERR
300	0.698	0.567	ERR
301	1.786	0.676	OK
302	0.419	0.660	ERR
303	0.694	0.673	ERR
304	0.593	0.671	ERR
305	0.688	0.679	ERR
306	1.924	0.828	OK
307	0.569	0.797	ERR
308	0.714	0.839	ERR
309	1.936	1.002	OK
310	0.422	0.974	ERR
311	0.422	0.838	ERR
312	0.587	0.855	ERR
313	0.311	0.817	ERR
314	0.866	0.844	ERR
315	0.432	0.818	ERR
316	0.571	0.683	ERR
317	0.305	0.656	ERR
318	0.678	0.653	ERR
319	1.820	0.641	OK
320	0.566	0.656	ERR
321	0.574	0.671	ERR
322	1.829	0.795	OK
323	0.587	0.823	ERR
324	0.745	0.811	ERR
325	0.713	0.839	ERR
326	0.438	0.825	ERR
327	0.698	0.865	ERR
328	0.709	0.868	ERR
329	0.290	0.715	ERR
330	0.409	0.699	ERR
331	0.271	0.669	ERR
332	0.578	0.544	ERR
333	0.697	0.555	ERR
334	0.548	0.535	ERR
335	0.696	0.533	ERR
336	0.748	0.564	ERR
337	0.559	0.550	ERR
338	0.291	0.509	ERR
339	0.408	0.520	ERR
340	0.877	0.567	ERR
341	0.418	0.582	ERR
342	0.301	0.554	ERR
343	0.426	0.527	ERR
344	0.406	0.513	ERR
345	0.567	0.500	ERR
346	0.713	0.496	ERR
347	0.433	0.484	ERR
348	0.839	0.539	ERR
349	0.588	0.557	ERR
350	0.835	0.552	ERR
351	0.698	0.580	ERR
352	0.564	0.607	ERR
353	0.446	0.609	ERR
354	0.310	0.599	ERR
355	0.594	0.602	ERR
356	0.534	0.584	ERR
357	0.578	0.599	ERR
358	0.548	0.570	ERR
359	0.414	0.552	ERR
360	1.764	0.645	OK
361	0.724	0.648	ERR
362	0.560	0.647	ERR
363	0.306	0.633	ERR
364	0.829	0.685	ERR
365	1.790	0.805	OK
366	0.857	0.837	ERR
367	0.557	0.835	ERR
368	0.705	0.850	ERR
369	0.430	0.852	ERR
370	0.407	0.716	ERR
371	0.702	0.714	ERR
372	0.731	0.731	ERR
373	0.705	0.771	ERR
374	0.867	0.775	ERR
375	0.407	0.637	ERR
376	0.396	0.591	ERR
377	0.830	0.618	ERR
378	1.855	0.733	OK
379	1.785	0.868	OK
380	0.599	0.888	ERR
381	0.832	0.901	ERR
382	0.550	0.883	ERR
383	0.839	0.896	ERR
384	0.707	0.880	ERR
385	0.851	0.924	ERR
386	0.835	0.968	ERR
387	0.553	0.941	ERR
388	1.791	0.934	OK
389	0.553	0.811	ERR
390	0.556	0.807	ERR
391	0.292	0.753	ERR
392	0.563	0.754	ERR
393	0.271	0.697	ERR
394	0.684	0.695	ERR
395	0.274	0.637	ERR
396	0.848	0.639	ERR
397	0.838	0.667	ERR
398	0.556	0.544	ERR
399	0.853	0.574	ERR

---- Final results ----
400 NS requests
365 failed requests
35 success requests
272.403 ellapsed time
